entity_id,entity_type,canonical_name,panel_count,panels,source_labels
emirate_of_abdelkader,existing_polity,Emirate of Abdelkader (partial),1,algeria,Emirate of Abdelkader (partial)
ottoman_constantine,existing_polity,Ottoman Constantine,1,algeria,Ottoman Constantine
tuggurt_sultanate,existing_polity,Tuggurt Sultanate (south),1,algeria,Tuggurt Sultanate (south)
french_algeria,existing_polity,French Algeria — east,1,algeria,French Algeria — east | French Algeria (settled colonialism) | French Algeria (4th Republic)
peoples_democratic_republic_of_algeria,existing_polity,People's Democratic Republic of Algeria (FLN one-party state),1,algeria,People's Democratic Republic of Algeria (FLN one-party state) | People's Democratic Republic of Algeria
pentapolis,existing_polity,Pentapolis — Greek city-states (Cyrene · Apollonia · Barca · Berenice · Euhesperides),1,libya,Pentapolis — Greek city-states (Cyrene · Apollonia · Barca · Berenice · Euhesperides)
garamantian_kingdom,existing_polity,Garamantian Kingdom,1,libya,Garamantian Kingdom
norman_sicily,existing_polity,Norman Sicily (tribute),1,libya,Norman Sicily (tribute)
banu_hilal,existing_polity,Banu Hilal / Banu Sulaym,1,libya,Banu Hilal / Banu Sulaym
karamanli_dynasty,existing_polity,Karamanli dynasty,1,libya,Karamanli dynasty
awlad_muhammad_dynasty,existing_polity,Awlad Muhammad dynasty,1,libya,Awlad Muhammad dynasty
italian_libya,existing_polity,Italian Libya — Tripolitania,1,libya,Italian Libya — Tripolitania | Italian Libya — Cyrenaica | Italian Libya — Fezzan
french_military_administration,existing_polity,French Military Administration,1,libya,French Military Administration
kingdom_of_libya,existing_polity,Kingdom of Libya,1,libya,Kingdom of Libya
libyan_arab_republic,existing_polity,Libyan Arab Republic (Gaddafi),1,libya,Libyan Arab Republic (Gaddafi)
great_socialist_peoples_libyan_arab_jamahiriya,existing_polity,Great Socialist People's Libyan Arab Jamahiriya,1,libya,Great Socialist People's Libyan Arab Jamahiriya
gnu,existing_polity,GNU / Government of National Unity (Tripoli),1,libya,GNU / Government of National Unity (Tripoli)
hor,existing_polity,HoR / LNA — Benghazi–Tobruk,1,libya,HoR / LNA — Benghazi–Tobruk
nilotic_peoples,existing_polity,Nilotic peoples (proto-Nilo-Saharan),1,sudan,Nilotic peoples (proto-Nilo-Saharan) | Nilotic peoples (Luo · proto-Dinka) | Nilotic peoples | Nilotic peoples (Shilluk · Dinka · Nuer)
luo,existing_polity,Luo / Fur peoples,1,sudan,Luo / Fur peoples | Luo / Nilotic peoples
kush_kingdom,existing_polity,Kush Kingdom — Napata phase,1,sudan,Kush Kingdom — Napata phase | Kush Kingdom — Meroe phase
kushite_25th_dynasty_of_egypt,existing_polity,Kushite 25th Dynasty of Egypt,1,sudan,Kushite 25th Dynasty of Egypt
blemmyes,existing_polity,Blemmyes (nomadic eastern desert),1,sudan,Blemmyes (nomadic eastern desert)
nile_peoples,existing_polity,Nile peoples · Dagu,1,sudan,Nile peoples · Dagu
blemmyes_early_beja,existing_polity,Blemmyes · early Beja,1,sudan,Blemmyes · early Beja
dagu_zaghawa,existing_polity,Dagu · Zaghawa (early),1,sudan,Dagu · Zaghawa (early)
nobatia,existing_polity,Nobatia (Christian),1,sudan,Nobatia (Christian)
makuria_kingdom,existing_polity,Makuria / Dongola (Christian),1,sudan,Makuria / Dongola (Christian) | Makuria (southern territory) | Makuria (Dongola) — Baqt Treaty
alwa_kingdom,existing_polity,Alwa Kingdom (Christian Nubian),1,sudan,Alwa Kingdom (Christian Nubian) | Alwa Kingdom
banu_kanz,existing_polity,Banu Kanz (Arab-Nubian dynasty),1,sudan,Banu Kanz (Arab-Nubian dynasty)
tunjur_dynasty,existing_polity,Tunjur dynasty,1,sudan,Tunjur dynasty
ottoman_egypt_border,existing_polity,Ottoman Egypt border · Funj tributary,1,sudan,Ottoman Egypt border · Funj tributary
funj_sultanate,existing_polity,Funj Sultanate (Sennar Sultanate),1,sudan,Funj Sultanate (Sennar Sultanate)
darfur_sultanate,existing_polity,Darfur Sultanate (Keira dynasty),1,sudan,Darfur Sultanate (Keira dynasty)
mahdist_state,existing_polity,Mahdist State (Muhammad Ahmad · Khalifa Abdallahi),1,sudan,Mahdist State (Muhammad Ahmad · Khalifa Abdallahi)
anglo_egyptian_sudan,existing_polity,Anglo-Egyptian Sudan (Condominium),1,sudan,Anglo-Egyptian Sudan (Condominium)
nimeiry_bashir_regime_transitional_government,existing_polity,Nimeiry · Bashir regime (1989–2019) · transitional government,1,sudan,Nimeiry · Bashir regime (1989–2019) · transitional government
republic_of_sudan,existing_polity,Republic of Sudan,1,sudan,Republic of Sudan | Republic of Sudan (Southern Sudan)
darfur_conflict,existing_polity,Darfur conflict,1,sudan,Darfur conflict
south_sudan_referendum,existing_polity,South Sudan referendum,1,sudan,South Sudan referendum
republic_of_south_sudan,existing_polity,Republic of South Sudan (2011),1,sudan,Republic of South Sudan (2011)
phoenician_utica,existing_polity,Phoenician Utica,1,tunisia,Phoenician Utica
roman_province_of_africa,existing_polity,Roman Province of Africa (Proconsularis),1,tunisia,Roman Province of Africa (Proconsularis)
fihrid_governors,existing_polity,Fihrid governors (Abbasid),1,tunisia,Fihrid governors (Abbasid)
muradid_bey_dynasty,existing_polity,Muradid Bey dynasty,1,tunisia,Muradid Bey dynasty
husainid_bey_dynasty,existing_polity,Husainid Bey dynasty,1,tunisia,Husainid Bey dynasty
kingdom_of_tunisia,existing_polity,Kingdom of Tunisia,1,tunisia,Kingdom of Tunisia
first_republic,existing_polity,First Republic — Bourguiba,1,tunisia,First Republic — Bourguiba
ben_ali_regime,existing_polity,Ben Ali regime,1,tunisia,Ben Ali regime
second_republic,existing_polity,Second Republic (NCA · Essebsi),1,tunisia,Second Republic (NCA · Essebsi)
kais_saied,existing_polity,Kais Saied — new constitution,1,tunisia,Kais Saied — new constitution
dalma_culture,existing_polity,Dalma culture,1,iran,Dalma culture
zayanderud_culture,existing_polity,Zayanderud culture,1,iran,Zayanderud culture
jiroft_culture,existing_polity,Jiroft culture,1,iran,Jiroft culture | Jiroft / Helmand
lullubi_kingdom,existing_polity,Lullubi Kingdom,1,iran,Lullubi Kingdom
kassite_babylon,existing_polity,Kassite Babylon,1,iran,Kassite Babylon
proto_elamite,existing_polity,Proto-Elamite,1,iran,Proto-Elamite
elam,existing_polity,Elam,1,iran,Elam | Elam (continued) | Elam / coastal tribes
marhashi_kingdom,existing_polity,Marhashi,1,iran,Marhashi
mannai_kingdom,existing_polity,Mannai Kingdom,1,iran,Mannai Kingdom
anshan_kingdom,existing_polity,Anshan Kingdom,1,iran,Anshan Kingdom
kidarite_kingdom,existing_polity,Kidarite / Chionite,1,iran,Kidarite / Chionite
dabuyid_dynasty,existing_polity,Dabuyid Dynasty,1,iran,Dabuyid Dynasty
bavandid_dynasty,existing_polity,Bavandid Dynasty,1,iran,Bavandid Dynasty | Bavandid / Paduspanid | Bavandid / Maraashi
rawwadid_dynasty,existing_polity,Rawwadid Dynasty,1,iran,Rawwadid Dynasty
dulafid_dynasty,existing_polity,Dulafid Dynasty,1,iran,Dulafid Dynasty
ziyarid_dynasty,existing_polity,Ziyarid Dynasty,1,iran,Ziyarid Dynasty
kakuyid_dynasty,existing_polity,Kakuyid Dynasty,1,iran,Kakuyid Dynasty
eldiguzid_dynasty,existing_polity,Ildeguzids (Eldiguzids),1,iran,Ildeguzids (Eldiguzids)
zengid_dynasty,existing_polity,Zengid Dynasty,1,iran,Zengid Dynasty
salgurid_dynasty,existing_polity,Salgurid Dynasty (Kerman),1,iran,Salgurid Dynasty (Kerman)
khalji_dynasty,existing_polity,Khalji Dynasty,1,iran,Khalji Dynasty
karkiya_dynasty,existing_polity,Kar-Kiya Dynasty,1,iran,Kar-Kiya Dynasty
injuid_dynasty,existing_polity,Injuid / Muzaffarid,1,iran,Injuid / Muzaffarid | Inju / Muzaffarid
hormuz_kingdom,existing_polity,Hormuz Kingdom,1,iran,Hormuz Kingdom
kartid_dynasty,existing_polity,Kartid / Sarbadaran,1,iran,Kartid / Sarbadaran | Kartid Dynasty
hotaki_dynasty,existing_polity,Hotaki Afghan,1,iran,Hotaki Afghan
kalat_khanate,existing_polity,Kalat Khanate,1,iran,Kalat Khanate
british_india_sphere,existing_polity,British India sphere,1,iran,British India sphere
pahlavi_dynasty,existing_polity,Pahlavi Dynasty,1,iran,Pahlavi Dynasty
mahabad_republic,existing_polity,Mahabad Republic,1,iran,Mahabad Republic
azerbaijan_peoples_government,existing_polity,Azerbaijan People's Government,1,iran,Azerbaijan People's Government
islamic_republic_iran,existing_polity,Islamic Republic of Iran,1,iran,Islamic Republic of Iran
gandhara_kuru_kingdom,existing_polity,Gandhara (Taxila) · Kuru Kingdom,1,india,Gandhara (Taxila) · Kuru Kingdom
kuru_kingdom,existing_polity,Kuru Kingdom · Panchala Kingdom,1,india,Kuru Kingdom · Panchala Kingdom
magadha,existing_polity,Magadha (early Janapada),1,india,Magadha (early Janapada)
adivasi_tribal_communities,existing_polity,Adivasi tribal communities,1,india,Adivasi tribal communities
assaka,existing_polity,Assaka (Deccan Janapada),1,india,Assaka (Deccan Janapada) | Assaka (continuing)
prehistoric_culture,existing_polity,Prehistoric (megalithic cultures),1,india,Prehistoric (megalithic cultures)
second_urbanisation_wave,existing_polity,Second Urbanisation wave,1,india,Second Urbanisation wave
shramana_movements,existing_polity,Shramana movements — Jainism · Buddhism · Ajivika · Yoga,1,india,Shramana movements — Jainism · Buddhism · Ajivika · Yoga
shishunaga_dynasty,existing_polity,Shishunaga dynasty (Magadha),1,india,Shishunaga dynasty (Magadha)
prehistoric,existing_polity,Prehistoric,1,india,Prehistoric
satavahana_empire,existing_polity,Satavahana Dynasty (emerging),1,india,Satavahana Dynasty (emerging) | Satavahana Dynasty — Deccan overlords | Satavahana Dynasty (declining)
kanva_dynasty,existing_polity,Kanva dynasty,1,india,Kanva dynasty
kuninda_kingdom,existing_polity,Kuninda Kingdom,1,india,Kuninda Kingdom
mahameghavahana_dynasty,existing_polity,Mahameghavahana dynasty (Kalinga),1,india,Mahameghavahana dynasty (Kalinga)
kamarupa_kingdom,existing_polity,Kamarupa Kingdom (Assam / NE India),1,india,Kamarupa Kingdom (Assam / NE India) | Kamarupa Kingdom (Bhaskaravarman — Harsha's ally)
pandya_dynasty,existing_polity,Pandya Dynasty,1,india,Pandya Dynasty | Pandya Dynasty (Madurai) | Pandya Dynasty (resurgent)
andhra_ikshvaku,existing_polity,Andhra Ikshvaku,1,india,Andhra Ikshvaku
vakataka_dynasty,existing_polity,Vakataka Dynasty,1,india,Vakataka Dynasty
kadamba_dynasty,existing_polity,Kadamba Dynasty,1,india,Kadamba Dynasty
western_ganga_dynasty,existing_polity,Western Ganga Dynasty,1,india,Western Ganga Dynasty
maitraka_dynasty,existing_polity,Maitraka dynasty (Gujarat),1,india,Maitraka dynasty (Gujarat)
karkota_dynasty,existing_polity,Karkota dynasty (Kashmir),1,india,Karkota dynasty (Kashmir)
chalukya_dynasty,existing_polity,Chalukya Dynasty (Badami) — Pulakeshin II defeated Harsha,1,india,Chalukya Dynasty (Badami) — Pulakeshin II defeated Harsha
eastern_chalukya,existing_polity,Eastern Chalukya (Vengi),1,india,"Eastern Chalukya (Vengi) | Eastern Chalukya (Vengi, continuing) | Eastern Chalukya (continuing)"
vishnukundina_dynasty,existing_polity,Vishnukundina Dynasty,1,india,Vishnukundina Dynasty
pallava_dynasty,existing_polity,Pallava Dynasty (Kanchipuram),1,india,Pallava Dynasty (Kanchipuram)
pala_empire,existing_polity,Pala Empire (Bihar & Bengal),1,india,Pala Empire (Bihar & Bengal) | Pala Empire (declining)
rashtrakuta_dynasty,existing_polity,Rashtrakuta Dynasty — Ellora · Kailasa temple,1,india,Rashtrakuta Dynasty — Ellora · Kailasa temple
rajput_kingdoms,existing_polity,Rajput kingdoms (Guhila · Chavda · Chahamana),1,india,Rajput kingdoms (Guhila · Chavda · Chahamana) | Rajput kingdoms — Chandela · Paramara · Tomara · Kalachuri
kamboja_pala_interlude,existing_polity,Kamboja-Pala interlude,1,india,Kamboja-Pala interlude
sena_dynasty,existing_polity,Sena Dynasty,1,india,Sena Dynasty
western_chalukya,existing_polity,Western Chalukya Empire (Kalyani),1,india,Western Chalukya Empire (Kalyani)
yadava_dynasty,existing_polity,Yadava dynasty (Devagiri),1,india,Yadava dynasty (Devagiri)
kakatiya_dynasty,existing_polity,Kakatiya Dynasty (Warangal),1,india,Kakatiya Dynasty (Warangal)
gajapati_dynasty,existing_polity,Gajapati dynasty (Odisha),1,india,Gajapati dynasty (Odisha)
hoysala_dynasty,existing_polity,Hoysala Empire (Belur · Halebidu),1,india,Hoysala Empire (Belur · Halebidu)
madurai_sultanate,existing_polity,Madurai Sultanate,1,india,Madurai Sultanate
gujarat_sultanate,existing_polity,Malwa Sultanate · Gujarat Sultanate · Multan Emirate,1,india,Malwa Sultanate · Gujarat Sultanate · Multan Emirate
jaunpur_sultanate,existing_polity,Jaunpur Sultanate,1,india,Jaunpur Sultanate
hindu_remnant_states,existing_polity,Hindu remnant states,1,india,Hindu remnant states
bengal_sultanate,existing_polity,Bengal Sultanate,1,india,Bengal Sultanate | Bengal Sultanate (to 1576)
ilyas_shahi,existing_polity,Ilyas Shahi · Hussain Shahi dynasties,1,india,Ilyas Shahi · Hussain Shahi dynasties
bahmani_sultanate,existing_polity,Bahmani Sultanate,1,india,Bahmani Sultanate
vijayanagara_empire,existing_polity,Vijayanagara Empire — last great Hindu empire of South India,1,india,Vijayanagara Empire — last great Hindu empire of South India | Vijayanagara (Aravidu dynasty — declining)
sur_empire,existing_polity,Sur Empire (Sher Shah Suri),1,india,Sur Empire (Sher Shah Suri)
deccan_sultanates,existing_polity,Deccan Sultanates (continuing),1,india,Deccan Sultanates (continuing)
madurai_nayak_dynasty,existing_polity,Madurai Nayak dynasty,1,india,Madurai Nayak dynasty
mysore_kingdom,existing_polity,Mysore Kingdom (Wodeyar),1,india,Mysore Kingdom (Wodeyar) | Mysore Kingdom | Mysore Kingdom — Hyder Ali · Tipu Sultan
maratha_empire,existing_polity,Maratha Empire (rising — Shivaji),1,india,Maratha Empire (rising — Shivaji) | Maratha Empire (Peshwa dominance) | Maratha Empire — controls Delhi (from 1771) | Maratha Empire (Deccan heartland) | Maratha Empire (southern campaigns)
madurai_nayak,existing_polity,Madurai Nayak (continuing),1,india,Madurai Nayak (continuing)
rajput_states,existing_polity,Rajput states · Awadh Nawabate · Rohilkhand,1,india,Rajput states · Awadh Nawabate · Rohilkhand
hyderabad_state,existing_polity,Hyderabad (Nizam — Asaf Jahi dynasty),1,india,Hyderabad (Nizam — Asaf Jahi dynasty)
carnatic_sultanate,existing_polity,Carnatic Sultanate / Nawabate,1,india,Carnatic Sultanate / Nawabate
sindh_nawabs,existing_polity,Sindh Nawabs · Kalat Khanate,1,india,Sindh Nawabs · Kalat Khanate
peoples_republic_of_bangladesh,existing_polity,People's Republic of Bangladesh,1,india,People's Republic of Bangladesh
soanian_culture,existing_polity,Soanian culture (Lower Palaeolithic),1,pakistan,Soanian culture (Lower Palaeolithic)
chalcolithic_culture,existing_polity,Chalcolithic (Copper-Stone Age),1,pakistan,Chalcolithic (Copper-Stone Age)
mehrgarh_culture,existing_polity,Mehrgarh — earliest Neolithic farming in South Asia,1,pakistan,Mehrgarh — earliest Neolithic farming in South Asia
dravidian,existing_polity,Dravidian / pre-Aryan populations,1,pakistan,Dravidian / pre-Aryan populations
indus_valley_civilization_culture,existing_polity,Indus Valley Civilization (Harappa · Kot Diji · Amri-Nal · Mohenjo-daro · Ganeriwal),1,pakistan,Indus Valley Civilization (Harappa · Kot Diji · Amri-Nal · Mohenjo-daro · Ganeriwal)
vedic_age_culture,existing_polity,Vedic Age (dawn) — Jhukar culture · Cemetery H culture,1,pakistan,Vedic Age (dawn) — Jhukar culture · Cemetery H culture
indigenous_communities,existing_polity,Indigenous communities,1,pakistan,Indigenous communities
sindhu_sauvira_kingdom,existing_polity,Sindhu Sauvira Kingdom (Abhira),1,pakistan,Sindhu Sauvira Kingdom (Abhira)
paurava_kingdom,existing_polity,Paurava (Porus) Kingdom,1,pakistan,Paurava (Porus) Kingdom
kekaya_kingdom,existing_polity,Kekaya Kingdom,1,pakistan,Kekaya Kingdom
kashmir,existing_polity,Kashmir (early kingdoms),1,pakistan,Kashmir (early kingdoms) | Kashmir (Karkota dynasty)
gandhara_kingdom,existing_polity,Gandhara Kingdom (Taxila),1,pakistan,Gandhara Kingdom (Taxila)
indian_small_states,existing_polity,Indian small states (Eastern Kushan · Madraka · Yaudheya · Kashmir),1,pakistan,Indian small states (Eastern Kushan · Madraka · Yaudheya · Kashmir)
rai_dynasty_of_sindh,existing_polity,Rai Dynasty of Sindh,1,pakistan,Rai Dynasty of Sindh
malwa_kingdom,existing_polity,Malwa Kingdom,1,pakistan,Malwa Kingdom
kanauj_kingdom,existing_polity,Kanauj Kingdom,1,pakistan,Kanauj Kingdom
brahman_dynasty_of_sindh,existing_polity,Brahman dynasty of Sindh,1,pakistan,Brahman dynasty of Sindh
indo_afghan_small_states,existing_polity,Indo-Afghan small states,1,pakistan,Indo-Afghan small states
habbari_dynasty,existing_polity,Habbari dynasty (Sindh — local Arab emirate),1,pakistan,Habbari dynasty (Sindh — local Arab emirate)
soomra_dynasty,existing_polity,Soomra dynasty (Sindh — Ismaili),1,pakistan,Soomra dynasty (Sindh — Ismaili)
soomra_sindh,existing_polity,Soomra Sindh (continuing),1,pakistan,Soomra Sindh (continuing)
samma_dynasty,existing_polity,Samma dynasty (Sindh),1,pakistan,Samma dynasty (Sindh)
kashmir_sultanate,existing_polity,Kashmir Sultanate (Shah Mir dynasty),1,pakistan,Kashmir Sultanate (Shah Mir dynasty) | Kashmir Sultanate (continuing)
arghun_dynasty,existing_polity,Arghun dynasty (Sindh),1,pakistan,Arghun dynasty (Sindh)
multan_emirate,existing_polity,Multan Emirate (Langah Sultanate),1,pakistan,Multan Emirate (Langah Sultanate)
talpur_dynasty,existing_polity,Talpur dynasty (Sindh),1,pakistan,Talpur dynasty (Sindh)
tambapanni_kingdom,existing_polity,Tambapanni kingdom (legendary Vijaya — Sinhalese origin),1,sri_lanka,Tambapanni kingdom (legendary Vijaya — Sinhalese origin)
anuradhapura_kingdom,existing_polity,Anuradhapura kingdom (Sinhalese — Theravada Buddhism),1,sri_lanka,Anuradhapura kingdom (Sinhalese — Theravada Buddhism) | Anuradhapura kingdom (continued — great irrigation works)
great_chronicle_traditions,existing_polity,Great Chronicle (Mahavamsa) traditions,1,sri_lanka,Great Chronicle (Mahavamsa) traditions
ruhuna_kingdom,existing_polity,Ruhuna kingdom (southeastern principality),1,sri_lanka,Ruhuna kingdom (southeastern principality)
often_semi_independent_from_anuradhapura,existing_polity,Often semi-independent from Anuradhapura,1,sri_lanka,Often semi-independent from Anuradhapura
polonnaruwa_kingdom,existing_polity,Polonnaruwa kingdom (Vijayabahu I recovers from Chola),1,sri_lanka,Polonnaruwa kingdom (Vijayabahu I recovers from Chola)
ruhuna,existing_polity,Ruhuna (base for Sinhalese reconquest),1,sri_lanka,Ruhuna (base for Sinhalese reconquest)
dambadeniya_kingdom,existing_polity,Dambadeniya kingdom,1,sri_lanka,Dambadeniya kingdom
gampola_kingdom,existing_polity,Gampola kingdom,1,sri_lanka,Gampola kingdom
kotte_kingdom,existing_polity,Kotte kingdom (western lowlands),1,sri_lanka,Kotte kingdom (western lowlands) | Kotte kingdom (splits — Sitawaka rivalry)
jaffna_kingdom,existing_polity,Jaffna kingdom (Tamil — Aryacakravarti dynasty),1,sri_lanka,Jaffna kingdom (Tamil — Aryacakravarti dynasty)
vanni_chieftaincies,existing_polity,Vanni chieftaincies (Tamil-Sinhalese borderlands),1,sri_lanka,Vanni chieftaincies (Tamil-Sinhalese borderlands)
sitawaka_kingdom,existing_polity,Sitawaka kingdom (aggressive — nearly conquers all),1,sri_lanka,Sitawaka kingdom (aggressive — nearly conquers all)
kandy_kingdom,existing_polity,Kandy kingdom (central highlands),1,sri_lanka,Kandy kingdom (central highlands)
raigama_principality,existing_polity,Raigama principality,1,sri_lanka,Raigama principality
portuguese_ceylon,existing_polity,Portuguese Ceylon (coastal lowlands),1,sri_lanka,Portuguese Ceylon (coastal lowlands)
dutch_ceylon,existing_polity,Dutch Ceylon (VOC — replaces Portuguese),1,sri_lanka,Dutch Ceylon (VOC — replaces Portuguese)
portuguese_conquer_jaffna,existing_polity,Portuguese conquer Jaffna,1,sri_lanka,Portuguese conquer Jaffna
dutch_replace_portuguese_in_north,existing_polity,Dutch replace Portuguese in north,1,sri_lanka,Dutch replace Portuguese in north
british_ceylon,existing_polity,British Ceylon (Crown Colony),1,sri_lanka,British Ceylon (Crown Colony)
kandy_convention,existing_polity,Kandy convention (British annex Kandy),1,sri_lanka,Kandy convention (British annex Kandy)
plantation_economy,existing_polity,Plantation economy (tea · rubber · coconut),1,sri_lanka,Plantation economy (tea · rubber · coconut)
tamil_laborers_brought_from_india,existing_polity,Tamil laborers brought from India (estate Tamils),1,sri_lanka,Tamil laborers brought from India (estate Tamils)
dominion_of_ceylon,existing_polity,Dominion of Ceylon (independent),1,sri_lanka,Dominion of Ceylon (independent)
republic_of_sri_lanka,existing_polity,Republic of Sri Lanka,1,sri_lanka,Republic of Sri Lanka
malay_peoples,existing_polity,Malay peoples (Austronesian settlement),1,indonesia,Malay peoples (Austronesian settlement)
melayu_kingdom,existing_polity,Melayu kingdom (Jambi),1,indonesia,Melayu kingdom (Jambi)
kandari_kingdom,existing_polity,Kandari kingdom,1,indonesia,Kandari kingdom
buni_culture,existing_polity,Buni culture (West Java),1,indonesia,Buni culture (West Java)
salaka_kingdom,existing_polity,Salaka kingdom,1,indonesia,Salaka kingdom
tarumanagara,existing_polity,Tarumanagara (West Java — Indianized),1,indonesia,Tarumanagara (West Java — Indianized)
kalingga_kingdom,existing_polity,Kalingga kingdom (Central Java),1,indonesia,Kalingga kingdom (Central Java)
austronesian_settlement,existing_polity,Austronesian settlement,1,indonesia,Austronesian settlement
kutai_martadipura,existing_polity,Kutai Martadipura (East Kalimantan — earliest inscriptions),1,indonesia,Kutai Martadipura (East Kalimantan — earliest inscriptions)
srivijaya_empire,existing_polity,Srivijaya Empire (Palembang — maritime thalassocracy),1,indonesia,Srivijaya Empire (Palembang — maritime thalassocracy)
dominates_strait_of_malacca,existing_polity,Dominates Strait of Malacca · Malay world,1,indonesia,Dominates Strait of Malacca · Malay world
dharmasraya,existing_polity,Dharmasraya (Srivijaya successor in Jambi),1,indonesia,Dharmasraya (Srivijaya successor in Jambi) | Dharmasraya (Sumatran successor state)
galuh_kingdom,existing_polity,Galuh kingdom (West Java),1,indonesia,Galuh kingdom (West Java)
mataram_medang_kingdom,existing_polity,Mataram–Medang kingdom (Central Java),1,indonesia,Mataram–Medang kingdom (Central Java)
sanjaya_dynasty,existing_polity,Sanjaya dynasty · Sailendra dynasty · Isyana dynasty,1,indonesia,Sanjaya dynasty · Sailendra dynasty · Isyana dynasty
kanjuruhan_kingdom,existing_polity,Kanjuruhan kingdom (East Java),1,indonesia,Kanjuruhan kingdom (East Java)
early_maluku_states,existing_polity,Early Maluku states (Gapi kingdom etc.),1,indonesia,Early Maluku states (Gapi kingdom etc.)
luwu_gowa_banggai_kingdoms,existing_polity,Luwu · Gowa · Banggai kingdoms (Sulawesi),1,indonesia,Luwu · Gowa · Banggai kingdoms (Sulawesi)
pagaruyung_kingdom,existing_polity,Pagaruyung kingdom (Minangkabau highlands),1,indonesia,Pagaruyung kingdom (Minangkabau highlands)
sunda_kingdom,existing_polity,Sunda kingdom (West Java),1,indonesia,Sunda kingdom (West Java)
singhasari_kingdom,existing_polity,Singhasari kingdom (East Java),1,indonesia,Singhasari kingdom (East Java)
ternate_sultanate,existing_polity,Ternate Sultanate · Tidore Sultanate (Maluku — spice islands),1,indonesia,Ternate Sultanate · Tidore Sultanate (Maluku — spice islands)
kutai_kartanegara,existing_polity,Kutai Kartanegara (East Kalimantan),1,indonesia,Kutai Kartanegara (East Kalimantan)
samudra_pasai_sultanate,existing_polity,Samudra Pasai Sultanate (first Islamic state in SE Asia),1,indonesia,Samudra Pasai Sultanate (first Islamic state in SE Asia)
aceh_sultanate,existing_polity,Aceh Sultanate (dominant in N. Sumatra),1,indonesia,Aceh Sultanate (dominant in N. Sumatra)
palembang_sultanate,existing_polity,Palembang Sultanate,1,indonesia,Palembang Sultanate
jambi_sultanate,existing_polity,Jambi Sultanate,1,indonesia,Jambi Sultanate
siak_sultanate,existing_polity,Siak Sultanate,1,indonesia,Siak Sultanate
demak_sultanate,existing_polity,Demak Sultanate (first Javanese Islamic state),1,indonesia,Demak Sultanate (first Javanese Islamic state)
pajang_kingdom,existing_polity,Pajang kingdom,1,indonesia,Pajang kingdom
banten_sultanate,existing_polity,Banten Sultanate (West Java),1,indonesia,Banten Sultanate (West Java)
cirebon_sultanate,existing_polity,Cirebon Sultanate,1,indonesia,Cirebon Sultanate
mataram_sultanate,existing_polity,Mataram Sultanate (Central-East Java),1,indonesia,Mataram Sultanate (Central-East Java)
bali,existing_polity,Bali — Gelgel kingdom · 9 successor kingdoms (Hindu),1,indonesia,Bali — Gelgel kingdom · 9 successor kingdoms (Hindu)
gowa_sultanate,existing_polity,Gowa Sultanate · Bone Sultanate (Sulawesi),1,indonesia,Gowa Sultanate · Bone Sultanate (Sulawesi) | Gowa Sultanate (subdued by VOC)
banjar_sultanate,existing_polity,Banjar Sultanate · Bulungan Sultanate (S/E Kalimantan),1,indonesia,Banjar Sultanate · Bulungan Sultanate (S/E Kalimantan) | Banjar Sultanate (Dutch protectorate)
ternate_tidore_sultanates,existing_polity,Ternate · Tidore sultanates (Maluku),1,indonesia,Ternate · Tidore sultanates (Maluku)
voc_outposts,existing_polity,VOC (Dutch East India Company) outposts,1,indonesia,VOC (Dutch East India Company) outposts
voc,existing_polity,VOC — Batavia (Jakarta) as capital,1,indonesia,VOC — Batavia (Jakarta) as capital
mataram_sultanate_splits,existing_polity,Mataram Sultanate splits:,1,indonesia,Mataram Sultanate splits:
surakarta_sunanate,existing_polity,Surakarta Sunanate · Yogyakarta Sultanate,1,indonesia,Surakarta Sunanate · Yogyakarta Sultanate
blambangan,existing_polity,Blambangan / Surabaya (East Java),1,indonesia,Blambangan / Surabaya (East Java)
voc_spice_monopoly,existing_polity,VOC spice monopoly (Maluku),1,indonesia,VOC spice monopoly (Maluku)
dutch_east_indies,existing_polity,Dutch East Indies (Netherlands East Indies),1,indonesia,Dutch East Indies (Netherlands East Indies)
full_colonial_state,existing_polity,Full colonial state (Ethical Policy from 1901),1,indonesia,Full colonial state (Ethical Policy from 1901)
japanese_occupied_east_indies,existing_polity,Japanese-occupied East Indies,1,indonesia,Japanese-occupied East Indies
republic_of_the_united_states_of_indonesia,existing_polity,Republic of the United States of Indonesia (federal),1,indonesia,Republic of the United States of Indonesia (federal)
republic_of_indonesia,existing_polity,Republic of Indonesia (unitary — Sukarno),1,indonesia,Republic of Indonesia (unitary — Sukarno)
guided_democracy,existing_polity,Guided Democracy (Sukarno),1,indonesia,Guided Democracy (Sukarno)
new_order,existing_polity,New Order (Suharto),1,indonesia,New Order (Suharto)
malay_petty_kingdoms,existing_polity,Malay petty kingdoms (kerajaan),1,malaysia_singapore_brunei,Malay petty kingdoms (kerajaan)
langkasuka,existing_polity,Langkasuka (northeast Malay coast),1,malaysia_singapore_brunei,Langkasuka (northeast Malay coast)
pahang_kingdom,existing_polity,Pahang kingdom (early),1,malaysia_singapore_brunei,Pahang kingdom (early)
singapura_kingdom,existing_polity,Singapura kingdom (Temasek),1,malaysia_singapore_brunei,Singapura kingdom (Temasek)
tribal_societies,existing_polity,Tribal societies (Dayak · Kadazan · Murut),1,malaysia_singapore_brunei,Tribal societies (Dayak · Kadazan · Murut)
