id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
homo_sapiens_migration,Homo Sapiens Migration,,,,,,khorasan|gaul|anatolia|transoxiana|central_asian_steppe|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland|mesopotamia|levant|arabia|caucasus|egypt,50,,,Stub generated from afghanistan panel; appears in 3 panel(s); needs P6.1 enrichment
saharan_berber,Saharan Berber,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
independent_berber_kingdoms,Independent Berber Kingdoms,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
visigothic_ceuta,Visigothic Ceuta,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,534,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
byzantine_ceuta,Byzantine Ceuta,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,534,618,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
berber_rif,Berber Rif,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
minor_byzantine_presence,Minor Byzantine Presence,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
berber_atlantic_tribes,Berber Atlantic Tribes,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
berber_kingdoms,Berber Kingdoms,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
hammudids,Hammudids,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1016,1058,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
salihids_of_nakur,Salihids Of Nakur,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,710,1019,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
barghawata_confederacy,Barghawata Confederacy,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,744,1058,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
midraris_of_sijilmasa,Midraris Of Sijilmasa,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,757,976,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
zenata,Zenata,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,976,1053,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
sanhaja,Sanhaja,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
portuguese_ceuta,Portuguese Ceuta,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1415,1640,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
wattasid,Wattasid,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1472,1554,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
wattasid_dynasty,Wattasid Dynasty,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1472,1554,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
portuguese,Portuguese,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1415,1640,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_ceuta,Spanish Ceuta,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1668,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
international_zone,International Zone,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1923,1956,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_northern_zone,Spanish Northern Zone,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1912,1956,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
french_protectorate,French Protectorate,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1912,1956,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_ifni,Spanish Ifni,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1934,1969,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_sahara,Spanish Sahara,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
mauritanian_sector,Mauritanian Sector,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1976,1979,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_morocco,Kingdom Of Morocco,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
moroccan_administration,Moroccan Administration,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1979,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
sadr,Sadr,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1976,,,Stub generated from morocco panel; appears in 1 panel(s); needs P6.1 enrichment
qataban_kingdom,Qataban Kingdom,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,-800,-200,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
awsan_kingdom,Awsan Kingdom,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
hadramaut_kingdom,Hadramaut Kingdom,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,-800,300,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
main_kingdom,Main Kingdom,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,-700,-100,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
hadramaut,Hadramaut,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
himyar,Himyar,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,380,525,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
sassanid_persian_rule,Sassanid Persian Rule,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,570,630,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
zaidi_imamate,Zaidi Imamate,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,897,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
yufirid_dynasty,Yufirid Dynasty,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,847,997,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
najahid_dynasty,Najahid Dynasty,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1022,1158,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
mahdid_dynasty,Mahdid Dynasty,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1159,1174,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
ibadi_movement,Ibadi Movement,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
hadrami_local_dynasties,Hadrami Local Dynasties,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
hamdanid_dynasty,Hamdanid Dynasty,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1098,1174,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
zurayid_dynasty,Zurayid Dynasty,,,,,monarchy,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1083,1174,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
kathiri_sultanate,Kathiri Sultanate,,,,,sultanate,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1395,1967,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
quaiti_sultanate,Quaiti Sultanate,,,,,sultanate,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1858,1967,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
lahej_sultanate,Lahej Sultanate,,,,,sultanate,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1728,1967,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
british_aden,British Aden,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1839,1967,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
kathiri_quaiti_sultanates,Kathiri Quaiti Sultanates,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
british_aden_protectorate,British Aden Protectorate,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1888,1967,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
mutawakkilite_kingdom_of_yemen,Mutawakkilite Kingdom Of Yemen,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1918,1962,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
yemen_arab_republic,Yemen Arab Republic,,,,,republic,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1962,1990,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
federation_of_south_arabia,Federation Of South Arabia,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1962,1967,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
peoples_democratic_republic_of_yemen,Peoples Democratic Republic Of Yemen,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,1967,1990,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
supreme_political_council,Supreme Political Council,,,,,,mesopotamia|levant|arabia|anatolia|caucasus|egypt,2016,,,Stub generated from yemen panel; appears in 1 panel(s); needs P6.1 enrichment
phoenician_coastal_settlements,Phoenician Coastal Settlements,,,,,,north_africa|egypt|nubia,,,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
roman_mauretania_caesariensis,Roman Mauretania Caesariensis,,,,,,north_africa|egypt|nubia,44,429,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
independent_berber,Independent Berber,,,,,,north_africa|egypt|nubia,,,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
ifranid_dynasty,Ifranid Dynasty,,,,,monarchy,north_africa|egypt|nubia,790,1066,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
hammadid_dynasty,Hammadid Dynasty,,,,,monarchy,north_africa|egypt|nubia,1014,1152,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
zayyanid,Zayyanid,,,,,,north_africa|egypt|nubia,1235,1556,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_oran,Spanish Oran,,,,,,north_africa|egypt|nubia,,,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
kuku_kingdom,Kuku Kingdom,,,,,monarchy,north_africa|egypt|nubia,1510,1638,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
ait_abbas_emirate,Ait Abbas Emirate,,,,,,north_africa|egypt|nubia,1510,1872,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
ottoman_regency,Ottoman Regency,,,,,,north_africa|egypt|nubia,,,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
emirate_of_abdelkader,Emirate Of Abdelkader,,,,,,north_africa|egypt|nubia,1832,1847,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
ottoman_constantine,Ottoman Constantine,,,,,,north_africa|egypt|nubia,,,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
tuggurt_sultanate,Tuggurt Sultanate,,,,,sultanate,north_africa|egypt|nubia,1644,1854,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
french_algeria,French Algeria,,,,,,north_africa|egypt|nubia,1837,,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
peoples_democratic_republic_of_algeria,Peoples Democratic Republic Of Algeria,,,,,,north_africa|egypt|nubia,1962,1989,,Stub generated from algeria panel; appears in 1 panel(s); needs P6.1 enrichment
pentapolis,Pentapolis,,,,,,north_africa|egypt|nubia,,,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
garamantian_kingdom,Garamantian Kingdom,,,,,monarchy,north_africa|egypt|nubia,,,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
norman_sicily,Norman Sicily,,,,,,north_africa|egypt|nubia,1146,1158,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
banu_hilal,Banu Hilal,,,,,,north_africa|egypt|nubia,1048,,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
karamanli_dynasty,Karamanli Dynasty,,,,,monarchy,north_africa|egypt|nubia,1711,1835,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
awlad_muhammad_dynasty,Awlad Muhammad Dynasty,,,,,monarchy,north_africa|egypt|nubia,1577,1842,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
italian_libya,Italian Libya,,,,,,north_africa|egypt|nubia,1911,1943,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
french_military_administration,French Military Administration,,,,,,north_africa|egypt|nubia,1943,1951,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_libya,Kingdom Of Libya,,,,,,north_africa|egypt|nubia,1951,1969,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
libyan_arab_republic,Libyan Arab Republic,,,,,republic,north_africa|egypt|nubia,1969,1977,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
great_socialist_peoples_libyan_arab_jamahiriya,Great Socialist Peoples Libyan Arab Jamahiriya,,,,,,north_africa|egypt|nubia,1977,2011,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
gnu,Gnu,,,,,,north_africa|egypt|nubia,2015,,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
hor,Hor,,,,,,north_africa|egypt|nubia,2014,,,Stub generated from libya panel; appears in 1 panel(s); needs P6.1 enrichment
nilotic_peoples,Nilotic Peoples,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
luo,Luo,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
kush_kingdom,Kush Kingdom,,,,,monarchy,north_africa|egypt|nubia,-780,-300,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
kushite_25th_dynasty_of_egypt,Kushite 25th Dynasty Of Egypt,,,,,,north_africa|egypt|nubia,-747,-656,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
blemmyes,Blemmyes,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
nile_peoples,Nile Peoples,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
blemmyes_early_beja,Blemmyes Early Beja,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
dagu_zaghawa,Dagu Zaghawa,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
nobatia,Nobatia,,,,,,north_africa|egypt|nubia,400,650,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
alwa_kingdom,Alwa Kingdom,,,,,monarchy,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
banu_kanz,Banu Kanz,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
tunjur_dynasty,Tunjur Dynasty,,,,,monarchy,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
ottoman_egypt_border,Ottoman Egypt Border,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
anglo_egyptian_sudan,Anglo Egyptian Sudan,,,,,,north_africa|egypt|nubia,1899,1956,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
nimeiry_bashir_regime_transitional_government,Nimeiry Bashir Regime Transitional Government,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_sudan,Republic Of Sudan,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
darfur_conflict,Darfur Conflict,,,,,,north_africa|egypt|nubia,2003,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
south_sudan_referendum,South Sudan Referendum,,,,,,north_africa|egypt|nubia,2011,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_south_sudan,Republic Of South Sudan,,,,,,north_africa|egypt|nubia,,,,Stub generated from sudan panel; appears in 1 panel(s); needs P6.1 enrichment
phoenician_utica,Phoenician Utica,,,,,,north_africa|egypt|nubia,-1100,,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
roman_province_of_africa,Roman Province Of Africa,,,,,,north_africa|egypt|nubia,-146,429,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
fihrid_governors,Fihrid Governors,,,,,,north_africa|egypt|nubia,750,771,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
muradid_bey_dynasty,Muradid Bey Dynasty,,,,,monarchy,north_africa|egypt|nubia,1613,1705,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
husainid_bey_dynasty,Husainid Bey Dynasty,,,,,monarchy,north_africa|egypt|nubia,1705,1957,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_tunisia,Kingdom Of Tunisia,,,,,,north_africa|egypt|nubia,1956,1957,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
first_republic,First Republic,,,,,republic,north_africa|egypt|nubia,1957,1987,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
ben_ali_regime,Ben Ali Regime,,,,,,north_africa|egypt|nubia,1987,2011,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
second_republic,Second Republic,,,,,republic,north_africa|egypt|nubia,2011,2019,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
kais_saied,Kais Saied,,,,,,north_africa|egypt|nubia,2019,,,Stub generated from tunisia panel; appears in 1 panel(s); needs P6.1 enrichment
british_columbia_colony,British Columbia Colony,,,,,,us_east|us_south|us_midwest|us_west|alaska|quebec|atlantic_canada|western_canada,1858,1871,,Stub generated from canada panel; appears in 1 panel(s); needs P6.1 enrichment
maritime_colonies,Maritime Colonies,,,,,,us_east|us_south|us_midwest|us_west|alaska|quebec|atlantic_canada|western_canada,,,,Stub generated from canada panel; appears in 1 panel(s); needs P6.1 enrichment
native_hawaiian_kingdoms,Native Hawaiian Kingdoms,,,,,,us_east|us_south|us_midwest|us_west|alaska|quebec|atlantic_canada|western_canada,,,,Stub generated from united_states panel; appears in 1 panel(s); needs P6.1 enrichment
hawaiian_chiefdoms,Hawaiian Chiefdoms,,,,,,us_east|us_south|us_midwest|us_west|alaska|quebec|atlantic_canada|western_canada,,,,Stub generated from united_states panel; appears in 1 panel(s); needs P6.1 enrichment
aboriginal_australians,Aboriginal Australians,,,,,,hawaii,65,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
maori,Maori,,,,,,hawaii,1250,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
melanesians,Melanesians,,,,,,hawaii,30,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
micronesians,Micronesians,,,,,,hawaii,-2000,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
polynesians,Polynesians,,,,,,hawaii,-1500,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
tui_manua,Tui Manua,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
tongan_empire,Tongan Empire,,,,,monarchy,hawaii,950,1500,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
maori_tribes,Maori Tribes,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_fiji,Kingdom Of Fiji,,,,,,hawaii,1871,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
vanuatu_chiefdoms,Vanuatu Chiefdoms,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_east_indies,Spanish East Indies,,,,,,hawaii,1565,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
guam_spanish,Guam Spanish,,,,,,hawaii,1668,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_tonga,Kingdom Of Tonga,,,,,,hawaii,1800,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_samoa,Kingdom Of Samoa,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_hawaii,Kingdom Of Hawaii,,,,,,hawaii,1795,1893,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
british_crown_colonies_australia,British Crown Colonies Australia,,,,,,hawaii,1788,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
dominion_of_australia,Dominion Of Australia,,,,,,hawaii,1901,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
british_colony_nz,British Colony Nz,,,,,,hawaii,1840,1907,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
dominion_of_new_zealand,Dominion Of New Zealand,,,,,,hawaii,1907,1947,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
british_fiji,British Fiji,,,,,,hawaii,1874,1970,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
new_hebrides_condominium,New Hebrides Condominium,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
british_papua,British Papua,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
german_new_guinea,German New Guinea,,,,,,hawaii,1884,1914,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
british_solomon_islands,British Solomon Islands,,,,,,hawaii,1893,1978,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
german_micronesia,German Micronesia,,,,,,hawaii,1899,1914,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
guam_us,Guam Us,,,,,,hawaii,1898,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
gilbert_ellice_islands,Gilbert Ellice Islands,,,,,,hawaii,1916,1979,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
nauru_territory,Nauru Territory,,,,,,hawaii,1888,1914,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
tonga_british_protectorate,Tonga British Protectorate,,,,,,hawaii,1900,1970,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
german_samoa,German Samoa,,,,,,hawaii,1900,1914,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
american_samoa,American Samoa,,,,,,hawaii,1900,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_hawaii,Republic Of Hawaii,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
territory_of_hawaii,Territory Of Hawaii,,,,,,hawaii,1898,1959,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
territory_of_papua_new_guinea,Territory Of Papua New Guinea,,,,,,hawaii,1949,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
japanese_occupation_melanesia,Japanese Occupation Melanesia,,,,,,hawaii,1942,1945,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
south_seas_mandate,South Seas Mandate,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
japanese_pacific_wwii,Japanese Pacific Wwii,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
nz_mandate_samoa,Nz Mandate Samoa,,,,,,hawaii,1920,1962,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
australia,Australia,,,,,,hawaii,1942,1973,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
new_zealand,New Zealand,,,,,,hawaii,1947,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
papua_new_guinea,Papua New Guinea,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
fiji,Fiji,,,,,,hawaii,1970,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
vanuatu,Vanuatu,,,,,,hawaii,1980,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
solomon_islands,Solomon Islands,,,,,,hawaii,1978,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
trust_territory_pacific,Trust Territory Pacific,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
nauru,Nauru,,,,,,hawaii,1968,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
marshall_islands,Marshall Islands,,,,,,hawaii,1979,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
federated_states_of_micronesia,Federated States Of Micronesia,,,,,,hawaii,1979,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
palau,Palau,,,,,,hawaii,1994,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
northern_mariana_islands,Northern Mariana Islands,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
kiribati,Kiribati,,,,,,hawaii,1979,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
western_samoa,Western Samoa,,,,,,hawaii,1962,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
samoa,Samoa,,,,,,hawaii,1997,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
tonga,Tonga,,,,,,hawaii,1970,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
tuvalu,Tuvalu,,,,,,hawaii,1978,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
state_of_hawaii,State Of Hawaii,,,,,,hawaii,,,,Stub generated from oceania panel; appears in 1 panel(s); needs P6.1 enrichment
